-111.83541,33.58671
-111.7884179,33.4091719
-112.1808934,33.63930052
-112.0739703,33.43537179
-112.0646315,33.5234896
-112.1361432,33.5670476
-112.1359694,33.5527667
-112.1197325,33.5961481
-111.7872721,33.3939166
-111.9253409,33.4943986
-111.9287734,33.4957243
-111.9261807,33.5047782
-112.3579458,33.6383422
-111.7435897,33.3013481
-112.4144465,33.62528463
-111.6791041,33.3856312
-111.906887,33.378081
-111.8372776,33.5873557
-112.1122384,33.71450555
-111.7541038,33.3794143
-112.0820092,33.6830962
-112.235047,33.633666
-111.9778751,33.3193788
-111.9795421,33.3199471
-111.9781532,33.3213941
-111.7891162,33.3772861
-112.10747,33.696442
-111.9294306,33.50406238
-111.9224801,33.4943298
-111.9413789,33.6245789
-112.1848767,33.6711724
-112.3570805,33.45914387
-111.8604326,33.2344429
-112.1881711,33.66269662
-112.1872218,33.6671434
-111.9797647,33.62439863
-112.0095457,33.4356207
-111.9270662,33.5085786
-111.9306348,33.4936893
-112.3923148,33.6240665
-112.388225,33.6389245
-112.2510722,33.6396096
-112.1681685,33.4608946
-112.2369046,33.6102354
-112.165568,33.6116508
-112.1106724,33.6403418
-112.418489,33.612475
-112.2389719,33.66980406
-112.2825659,33.6000118
-111.8887701,33.6967243
-111.7556305,33.29721451
-112.2386037,33.465786
-111.9182786,33.4153283
-111.7897728,33.3568181
-111.715082,33.604856
-111.834415,33.41644
-111.859208,33.376815
-112.0119989,33.6555665
-112.1884245,33.4664677
-111.7384405,33.4514921
-112.2246093,33.6383514
-112.1862714,33.6538701
-112.3924311,33.4754919
-111.924416,33.6748536
-112.28609,33.2761422
-111.8543179,33.7268828
-111.88792,33.601973
-111.894704,33.6207149
-111.6349052,33.3639642
-112.133732,33.5555964
-111.7014499,33.3934084
-111.9217332,33.6222352
-111.856509,33.26399855
-111.929765,33.49328
-112.081444,33.510213
-111.9255918,33.5100592
-111.945369,33.4221752
-111.9052063,33.4324152
-112.082516,33.487608
-111.7533458,33.3806444
-112.1494178,33.50908679
-112.1352214,33.6536166
-112.1708999,33.378013
-111.7548189,33.3672589
-111.8394439,33.4198793
-111.9783718,33.59863088
-111.9083172,33.4645118
-111.994361,33.43403731
-111.932584,33.62567088
-112.073747,33.510543
-112.3580686,33.6428875
-112.057685,33.639493
-112.0359509,33.5962271
-112.073195,33.448654
-111.839987,33.390448
-112.2884145,33.564146
-111.9247993,33.5479573
-112.2384609,33.6809956
-112.4105725,33.5501689
-112.179133,33.509976
-112.1507068,33.6102682
-112.0304976,33.4942209
-112.0133918,33.58000947
-111.9259858,33.45550555
-111.9180545,33.6122985
-112.0992265,33.5669469
-111.9289998,33.37843991
-112.1703705,33.5675177
-111.9795022,33.3211875
-111.7559224,33.3049148
-112.167718,33.48001
-112.1535787,33.6397008
-112.1696626,33.4364093
-111.6904486,33.3798686
-112.2618192,33.5343515
-112.041489,33.508736
-112.029757,33.481711
-112.0480313,33.5247606
-112.3926022,33.6090115
-111.9271938,33.6129703
-111.7559353,33.28588988
-111.7565281,33.6052144
-112.0915077,33.4579187
-112.0300423,33.6713524
-112.0712574,33.4484654
-112.0686337,33.4516878
-112.073306,33.47907
-111.9092417,33.4218916
-111.9781727,33.6024722
-111.9797821,33.6010865
-112.029562,33.5160662
-112.0478071,33.52585498
-111.9265091,33.4788486
-111.92641,33.655566
-111.898197,33.619485
-111.815206,33.45109
-112.100054,33.552894
-111.8931681,33.37818453
-111.978471,33.583264
-111.9958268,33.4940588
-111.938652,33.833628
-111.9364361,33.3777879
-112.2197552,33.6390105
-112.0645588,33.522359
-112.285936,33.604479
-112.0138782,33.407507
-112.1512955,33.4812756
-112.0053254,33.46604284
-111.687177,33.375057
-112.1501498,33.4949701
-112.0820298,33.5173987
-112.0824789,33.480132
-112.0755216,33.4496173
-111.9926626,33.43604303
-111.9944036,33.43468252
-112.0588835,33.64030228
-111.8344051,33.5855766
-112.0905491,33.4516155
-111.7891082,33.4093391
-111.924172,33.82684059
-111.9984856,33.43873074
-112.0663997,33.6060548
-111.927635,33.495978
-111.7183679,33.4368843
-112.111654,33.640376
-112.1706569,33.53075263
-112.1409182,33.6987911
-112.016571,33.4800911
-112.0097914,33.5826041
-111.9159147,33.4957558
-111.9010622,33.2934777
-111.86058,33.3892
-111.9387136,33.3777599
-111.9319563,33.65811742
-111.9360844,33.4806349
-112.0582801,33.4660663
-111.8980181,33.3016651
-111.8569985,33.2324404
-111.8780245,33.3626731
-112.1527765,33.6557032
-112.080084,33.424616
-111.7895074,33.4081276
-111.763318,33.380136
-111.8026577,33.3830888
-111.753355,33.395303
-111.9222579,33.3796037
-112.0831165,33.49457006
-112.0729447,33.385681
-112.101312,33.6988429
-111.9282964,33.50200643
-111.9230924,33.5019605
-112.1682485,33.6530347
-112.188569,33.654846
-112.1349916,33.65503011
-112.0298729,33.3773179
-111.8062972,33.3799121
-111.956214,33.3494226
-111.7435799,33.3073768
-111.9531072,33.3776775
-111.8759606,33.3795422
-111.7206069,33.4240175
-112.2245561,33.6397914
-112.2036662,33.6659219
-111.8424046,33.3020088
-111.8417069,33.29990546
-112.1169976,33.5517339
-111.771525,33.4241173
-111.9089834,33.4814315
-111.9251565,33.53934735
-111.7919739,33.3306262
-111.7593107,33.3063001
-111.8749279,33.32180696
-111.8788527,33.3077745
-111.877439,33.3350307
-111.8574658,33.3512045
-111.8067551,33.38483048
-111.7196024,33.277148
-111.8608085,33.3790306
-111.9130595,33.3634187
-112.1349457,33.64054255
-112.0747304,33.4510721
-112.090923,33.50913
-112.076718,33.479992
-111.9978273,33.4352284
-111.7427423,33.297058
-111.9944412,33.30333586
-112.053623,33.3059312
-112.181727,33.6402194
-112.0099936,33.37856427
-111.8791844,33.36341706
-112.0612829,33.4950562
-111.9945922,33.43748728
-112.2370041,33.4720551
-112.1142864,33.71106418
-112.1335344,33.4527495
-112.1852187,33.4954125
-112.1366941,33.5389032
-111.8426558,33.3210736
-111.9462863,33.3058373
-112.073687,33.396343
-112.0966147,33.6403155
-112.11195,33.631458
-111.9101646,33.4864
-111.9280435,33.4980414
-111.720432,33.34983478
-112.1160853,33.71491053
